book,chapter,verse,monad,text,ktv,phtext,phsep
Exodus,3,11,29860,וַ,,wa,
Exodus,3,11,29861,יֹּ֤אמֶר ,,yyˈōmer, 
Exodus,3,11,29862,מֹשֶׁה֙ ,,mōšˌeh, 
Exodus,3,11,29863,אֶל־,,ʔel-,
Exodus,3,11,29864,הָ֣,,hˈā,
Exodus,3,11,29865,אֱלֹהִ֔ים ,,ʔᵉlōhˈîm, 
Exodus,3,13,29909,וַ,,wa,
Exodus,3,13,29910,יֹּ֨אמֶר ,,yyˌōmer, 
Exodus,3,13,29911,מֹשֶׁ֜ה ,,mōšˈeh, 
Exodus,3,13,29912,אֶל־,,ʔel-,
Exodus,3,13,29913,הָֽ,,hˈā,
Exodus,3,13,29914,אֱלֹהִ֗ים ,,ʔᵉlōhˈîm, 
Exodus,4,10,30364,וַ,,wa,
Exodus,4,10,30365,יֹּ֨אמֶר ,,yyˌōmer, 
Exodus,4,10,30366,מֹשֶׁ֣ה ,,mōšˈeh, 
Exodus,4,10,30367,אֶל־,,ʔel-,
Exodus,4,10,30368,יְהוָה֮ ,,[yᵊhwāh], 
Exodus,19,23,39533,וַ,,wa,
Exodus,19,23,39534,יֹּ֤אמֶר ,,yyˈōmer, 
Exodus,19,23,39535,מֹשֶׁה֙ ,,mōšˌeh, 
Exodus,19,23,39536,אֶל־,,ʔel-,
Exodus,19,23,39537,יְהוָ֔ה ,,[yᵊhwˈāh], 
Exodus,33,12,47543,וַ,,wa,
Exodus,33,12,47544,יֹּ֨אמֶר ,,yyˌōmer, 
Exodus,33,12,47545,מֹשֶׁ֜ה ,,mōšˈeh, 
Exodus,33,12,47546,אֶל־,,ʔel-,
Exodus,33,12,47547,יְהוָ֗ה ,,[yᵊhwˈāh], 
Numeri,11,11,76990,וַ,,wa,
Numeri,11,11,76991,יֹּ֨אמֶר ,,yyˌōmer, 
Numeri,11,11,76992,מֹשֶׁ֜ה ,,mōšˈeh, 
Numeri,11,11,76993,אֶל־,,ʔel-,
Numeri,11,11,76994,יְהוָ֗ה ,,[yᵊhwˈāh], 
Numeri,14,13,78660,וַ,,wa,
Numeri,14,13,78661,יֹּ֥אמֶר ,,yyˌōmer, 
Numeri,14,13,78662,מֹשֶׁ֖ה ,,mōšˌeh, 
Numeri,14,13,78663,אֶל־,,ʔel-,
Numeri,14,13,78664,יְהוָ֑ה ,,[yᵊhwˈāh], 
Numeri,27,15,87174,וַ,,wa,
Numeri,27,15,87175,יְדַבֵּ֣ר ,,yᵊḏabbˈēr, 
Numeri,27,15,87176,מֹשֶׁ֔ה ,,mōšˈeh, 
Numeri,27,15,87177,אֶל־,,ʔel-,
Numeri,27,15,87178,יְהוָ֖ה ,,[yᵊhwˌāh], 
